Id,Label,timeset,componentnumber,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,betweennesscentrality2,bridgingcoefficient,bridgingcentrality,Authority,Hub,modularity_class,clustering,triangles,eigencentrality
4603,,,1,5,10,22,0.101988,0.118419,86362,0.019109,0.202817,0.003876,0.000038,0.000038,31,0.6,6,0.031981
4604,,,1,4,8,23,0.092631,0.104858,0,0,0.30303,0,0.000005,0.000005,31,1,6,0.022123
4605,,,1,4,8,23,0.092631,0.104858,0,0,0.30303,0,0.000005,0.000005,31,1,6,0.022123
4606,,,1,4,8,23,0.092631,0.104858,0,0,0.30303,0,0.000005,0.000005,31,1,6,0.022123
2784,,,1,11,26,25,0.078328,0.088646,68.75,0.000015,0.038321,0.000001,0,0,31,0.345455,19,0.085019
7736,,,1,7,16,25,0.078311,0.087759,5.25,0.000001,0.130564,0,0,0,31,0.666667,14,0.067014
7737,,,1,4,8,25,0.078305,0.087261,0,0,0.601562,0,0,0,31,1,6,0.044182
8682,,,1,4,8,25,0.078277,0.086596,0,0,0.297297,0,0,0,31,1,6,0.024613
8683,,,1,4,8,25,0.078277,0.086596,0,0,0.297297,0,0,0,31,1,6,0.024613
8684,,,1,4,8,25,0.078277,0.086596,0,0,0.297297,0,0,0,31,1,6,0.024613
8685,,,1,4,8,25,0.078277,0.086596,0,0,0.297297,0,0,0,31,1,6,0.024613
3607,,,1,2,4,25,0.078273,0.086263,0,0,0.846154,0,0,0,31,1,1,0.014489
3608,,,1,2,4,25,0.078273,0.086263,0,0,0.846154,0,0,0,31,1,1,0.014489
11379,,,1,4,8,25,0.078297,0.087039,0,0,0.450292,0,0,0,31,1,6,0.040651
11380,,,1,4,8,25,0.078297,0.087039,0,0,0.450292,0,0,0,31,1,6,0.040651
2785,,,1,4,8,25,0.078293,0.086928,0,0,0.377451,0,0,0,31,1,6,0.036612
2786,,,1,4,8,25,0.078293,0.086928,0,0,0.377451,0,0,0,31,1,6,0.036612
2787,,,1,4,8,25,0.078293,0.086928,0,0,0.377451,0,0,0,31,1,6,0.036612
3721,,,1,3,6,25,0.078299,0.086984,0,0,1.092199,0,0,0,31,1,3,0.032801
3722,,,1,7,14,25,0.078307,0.087649,12012,0.002658,0.095514,0.000254,0,0,31,0.428571,9,0.045434
10776,,,1,2,4,25,0.078289,0.086596,0,0,3.08,0,0,0,31,1,1,0.025737
2190,,,1,3,14,20,0.09996,0.110906,0,0,0.4,0,0.000007,0.000007,45,1,3,0.010446
2191,,,1,3,14,20,0.09996,0.110906,0,0,0.4,0,0.000007,0.000007,45,1,3,0.010446
2192,,,1,3,6,20,0.09996,0.110906,0,0,0.4,0,0.000007,0.000007,45,1,3,0.010446
2193,,,1,6,20,19,0.11105,0.127064,9012,0.001994,0.092105,0.000184,0.000058,0.000058,45,0.4,6,0.030505
7530,,,1,3,6,19,0.111037,0.126565,0,0,0.518519,0,0.000056,0.000056,45,1,3,0.023767
7531,,,1,3,6,19,0.111037,0.126565,0,0,0.518519,0,0.000056,0.000056,45,1,3,0.023767
2233,,,1,8,16,22,0.11142,0.129753,53917.742695,0.01193,0.091756,0.001095,0.000072,0.000072,32,0.357143,10,0.066277
3597,,,1,8,16,23,0.100357,0.114396,25298.357964,0.005598,0.061404,0.000344,0.000009,0.000009,32,0.25,7,0.03922
4382,,,1,12,32,22,0.116069,0.136889,61521.90886,0.013612,0.037547,0.000511,0.000124,0.000124,32,0.348485,23,0.100602
4434,,,1,3,6,23,0.10031,0.113066,0,0,0.848485,0,0.000009,0.000009,32,1,3,0.022113
4435,,,1,7,14,23,0.100324,0.113731,12012,0.002658,0.090226,0.00024,0.000009,0.000009,32,0.428571,9,0.034381
6823,,,1,9,20,23,0.10412,0.119454,19645.642036,0.004347,0.037037,0.000161,0.000025,0.000025,32,0.277778,10,0.050938
12925,,,1,4,8,23,0.104092,0.118456,0,0,0.439024,0,0.000023,0.000023,32,1,6,0.035854
12926,,,1,4,8,23,0.104092,0.118456,0,0,0.439024,0,0.000023,0.000023,32,1,6,0.035854
4383,,,1,6,16,22,0.115944,0.135104,25793.156966,0.005707,0.185185,0.001057,0.000097,0.000097,32,0.733333,11,0.064622
4386,,,1,8,24,22,0.115953,0.135436,26751.788279,0.005919,0.086705,0.000513,0.000112,0.000112,32,0.571429,16,0.075866
10332,,,1,4,8,22,0.10829,0.123802,0,0,0.361446,0,0.000072,0.000072,32,1,6,0.036523
10333,,,1,4,8,22,0.10829,0.123802,0,0,0.361446,0,0.000072,0.000072,32,1,6,0.036523
10334,,,1,4,8,22,0.10829,0.123802,0,0,0.361446,0,0.000072,0.000072,32,1,6,0.036523
10358,,,1,4,8,22,0.111263,0.127746,0,0,0.566038,0,0.000083,0.000083,32,1,6,0.049147
11073,,,1,4,8,22,0.111263,0.127746,0,0,0.47619,0,0.000081,0.000081,32,1,6,0.047082
11074,,,1,4,8,22,0.111263,0.127746,0,0,0.47619,0,0.000081,0.000081,32,1,6,0.047082
2259,,,1,10,20,24,0.078438,0.086566,18014,0.003986,0.034783,0.000139,0.000001,0.000001,33,0.288889,13,0.039683
2260,,,1,4,8,25,0.07274,0.078609,0,0,0.294118,0,0,0,33,1,6,0.018742
2261,,,1,4,8,25,0.07274,0.078609,0,0,0.294118,0,0,0,33,1,6,0.018742
2262,,,1,4,8,25,0.07274,0.078609,0,0,0.294118,0,0,0,33,1,6,0.018742
2263,,,1,4,8,25,0.07274,0.078609,0,0,0.294118,0,0,0,33,1,6,0.018742
5358,,,1,2,4,25,0.072737,0.078277,0,0,0.833333,0,0,0,33,1,1,0.009683
5359,,,1,2,4,25,0.072737,0.078277,0,0,0.833333,0,0,0,33,1,1,0.009683
5973,,,1,8,16,23,0.085076,0.094494,29970,0.006631,0.072464,0.000481,0.000004,0.000004,33,0.428571,12,0.03957
7909,,,1,4,8,24,0.078426,0.085569,0,0,0.344828,0,0.000001,0.000001,33,1,6,0.022544
7910,,,1,4,8,24,0.078426,0.085569,0,0,0.344828,0,0.000001,0.000001,33,1,6,0.022544
7911,,,1,4,8,24,0.078426,0.085569,0,0,0.344828,0,0.000001,0.000001,33,1,6,0.022544
2268,,,1,1,2,24,0.092222,0.105,0,0,9,0,0.000001,0.000001,12,0,0,0.013395
2270,,,1,8,16,24,0.076326,0.086109,12012,0.002658,0.078571,0.000209,0,0,3,0.428571,12,0.042963
2271,,,1,6,16,24,0.076322,0.085776,2002,0.000443,0.158845,0.00007,0,0,3,0.733333,11,0.037238
2272,,,1,6,16,24,0.076322,0.085776,2002,0.000443,0.158845,0.00007,0,0,3,0.733333,11,0.037238
2273,,,1,6,16,24,0.076322,0.085776,2002,0.000443,0.158845,0.00007,0,0,3,0.733333,11,0.037238
2274,,,1,11,22,23,0.082601,0.095233,38952,0.008619,0.03698,0.000319,0,0,3,0.272727,15,0.060956
11545,,,1,4,8,25,0.07092,0.07808,0,0,0.285714,0,0,0,3,1,6,0.018425
11546,,,1,4,8,25,0.07092,0.07808,0,0,0.285714,0,0,0,3,1,6,0.018425
11547,,,1,4,8,25,0.07092,0.07808,0,0,0.285714,0,0,0,3,1,6,0.018425
11548,,,1,4,8,25,0.07092,0.07808,0,0,0.285714,0,0,0,3,1,6,0.018425
12620,,,1,4,8,25,0.070916,0.077969,0,0,0.333333,0,0,0,3,1,6,0.022498
12621,,,1,4,8,25,0.070916,0.077969,0,0,0.333333,0,0,0,3,1,6,0.022498
3958,,,1,4,8,23,0.082571,0.093737,0,0,0.370787,0,0,0,3,1,6,0.030245
3959,,,1,4,8,23,0.082571,0.093737,0,0,0.370787,0,0,0,3,1,6,0.030245
3960,,,1,4,8,23,0.082571,0.093737,0,0,0.370787,0,0,0,3,1,6,0.030245
5718,,,1,3,6,24,0.076304,0.084945,0,0,0.44,0,0,0,3,1,3,0.016118
5719,,,1,3,6,24,0.076304,0.084945,0,0,0.44,0,0,0,3,1,3,0.016118
5720,,,1,3,6,24,0.076304,0.084945,0,0,0.44,0,0,0,3,1,3,0.016118
2276,,,1,3,6,29,0.065914,0.075296,0,0,0.857143,0,0,0,22,1,3,0.034328
12422,,,1,4,8,29,0.065916,0.075462,0,0,0.346154,0,0,0,22,1,6,0.034231
12423,,,1,4,8,29,0.065916,0.075462,0,0,0.346154,0,0,0,22,1,6,0.034231
12424,,,1,4,8,29,0.065916,0.075462,0,0,0.346154,0,0,0,22,1,6,0.034231
2290,,,1,2,4,24,0.08246,0.091938,0,0,1.25,0,0,0,1,1,1,0.010817
2292,,,1,4,8,19,0.117972,0.13555,0,0,0.371681,0,0.000161,0.000161,34,1,6,0.058289
2293,,,1,8,16,19,0.117991,0.136215,12012,0.002658,0.069536,0.000185,0.000169,0.000169,34,0.428571,12,0.071651
2294,,,1,4,8,19,0.117972,0.13555,0,0,0.371681,0,0.000161,0.000161,34,1,6,0.058289
2296,,,1,4,8,19,0.117972,0.13555,0,0,0.371681,0,0.000161,0.000161,34,1,6,0.058289
5181,,,1,4,8,20,0.105553,0.117671,0,0,0.285714,0,0.000023,0.000023,34,1,6,0.020839
5182,,,1,4,8,20,0.105553,0.117671,0,0,0.285714,0,0.000023,0.000023,34,1,6,0.020839
5183,,,1,4,8,20,0.105553,0.117671,0,0,0.285714,0,0.000023,0.000023,34,1,6,0.020839
5184,,,1,4,8,20,0.105553,0.117671,0,0,0.285714,0,0.000023,0.000023,34,1,6,0.020839
5989,,,1,7,14,19,0.117982,0.135993,9012,0.001994,0.086705,0.000173,0.000172,0.000172,34,0.428571,9,0.06794
5990,,,1,5,16,19,0.117972,0.135661,1,0,0.23796,0,0.000181,0.000181,34,0.9,9,0.066511
5991,,,1,5,16,19,0.117972,0.135661,1,0,0.23796,0,0.000181,0.000181,34,0.9,9,0.066511
5992,,,1,5,16,19,0.117972,0.135661,1,0,0.23796,0,0.000181,0.000181,34,0.9,9,0.066511
6928,,,1,4,8,19,0.117954,0.135328,0,0,0.386029,0,0.000166,0.000166,34,1,6,0.058906
12835,,,1,4,8,19,0.121104,0.140399,0,0,0.575949,0,0.000383,0.000383,34,1,6,0.103117
6774,,,1,7,14,21,0.089933,0.1015,9012,0.001994,0.078947,0.000157,0,0,26,0.428571,9,0.028626
7544,,,1,4,8,21,0.089925,0.101001,0,0,0.355932,0,0,0,26,1,6,0.021649
7545,,,1,4,8,21,0.089925,0.101001,0,0,0.355932,0,0,0,26,1,6,0.021649
5480,,,1,3,6,25,0.083621,0.092407,0,0,0.7,0,0,0,14,1,3,0.020426
5481,,,1,7,14,25,0.08363,0.093072,6.333333,0.000001,0.092664,0,0.000001,0.000001,14,0.52381,11,0.03849
9075,,,1,4,8,25,0.083623,0.092574,0,0,0.325581,0,0,0,14,1,6,0.02293
9076,,,1,4,8,25,0.083623,0.092574,0,0,0.325581,0,0,0,14,1,6,0.02293
9077,,,1,4,8,25,0.083623,0.092574,0,0,0.325581,0,0,0,14,1,6,0.02293
3330,,,1,6,12,25,0.083653,0.09335,12012,0.002658,0.104167,0.000277,0,0,14,0.466667,7,0.026006
3984,,,1,2,4,25,0.083644,0.092684,0,0,1.875,0,0,0,14,1,1,0.01424
9038,,,1,6,12,25,0.083649,0.093239,6010,0.00133,0.09009,0.00012,0,0,14,0.466667,7,0.025994
13256,,,1,4,8,25,0.083644,0.092906,0,0,0.326087,0,0,0,14,1,6,0.022515
13257,,,1,4,8,25,0.083644,0.092906,0,0,0.326087,0,0,0,14,1,6,0.022515
13258,,,1,4,8,25,0.083644,0.092906,0,0,0.326087,0,0,0,14,1,6,0.022515
2335,,,1,3,6,28,0.069843,0.08012,0,0,0.7,0,0,0,17,1,3,0.018828
2336,,,1,6,12,27,0.074122,0.085758,102681.089326,0.022719,0.118243,0.002686,0,0,17,0.4,6,0.030654
4305,,,1,10,20,26,0.078502,0.089936,120364.417694,0.026632,0.037037,0.000986,0,0,17,0.266667,12,0.038283
9339,,,1,3,6,27,0.07342,0.082674,0,0,0.555556,0,0,0,17,1,3,0.015873
9340,,,1,3,6,27,0.07342,0.082674,0,0,0.555556,0,0,0,17,1,3,0.015873
2360,,,1,8,16,22,0.090011,0.10536,10443,0.002311,0.081761,0.000189,0,0,23,0.464286,13,0.06214
2363,,,1,4,8,22,0.09,0.104695,0,0,0.472727,0,0,0,23,1,6,0.04308
2364,,,1,4,8,22,0.09,0.104695,0,0,0.472727,0,0,0,23,1,6,0.04308
7158,,,1,4,8,23,0.082603,0.093525,0,0,0.333333,0,0,0,23,1,6,0.026207
7159,,,1,4,8,23,0.082603,0.093525,0,0,0.333333,0,0,0,23,1,6,0.026207
7160,,,1,4,8,23,0.082603,0.093525,0,0,0.333333,0,0,0,23,1,6,0.026207
3761,,,1,10,22,23,0.082687,0.095714,35944.5,0.007953,0.048707,0.000387,0,0,23,0.333333,15,0.06598
8208,,,1,3,6,23,0.082633,0.093747,0,0,0.448276,0,0,0,23,1,3,0.020215
8209,,,1,3,6,23,0.082633,0.093747,0,0,0.448276,0,0,0,23,1,3,0.020215
8210,,,1,3,6,23,0.082633,0.093747,0,0,0.448276,0,0,0,23,1,3,0.020215
11323,,,1,3,6,23,0.08266,0.094273,0,0,0.970149,0,0,0,23,1,3,0.030186
2603,,,1,8,16,22,0.089946,0.104528,12012,0.002658,0.068421,0.000182,0,0,23,0.428571,12,0.04532
4828,,,1,4,8,22,0.089936,0.103863,0,0,0.356164,0,0,0,23,1,6,0.03252
4829,,,1,4,8,22,0.089936,0.103863,0,0,0.356164,0,0,0,23,1,6,0.03252
4830,,,1,4,8,22,0.089936,0.103863,0,0,0.356164,0,0,0,23,1,6,0.03252
7014,,,1,11,22,22,0.089968,0.105304,27006,0.005975,0.025415,0.000152,0,0,23,0.236364,13,0.053079
8138,,,1,2,4,22,0.089944,0.103808,0,0,2.979167,0,0,0,23,1,1,0.023908
9463,,,1,2,4,19,0.105243,0.118369,0,0,0.714286,0,0.000012,0.000012,5,1,1,0.009501
9464,,,1,2,4,19,0.105243,0.118369,0,0,0.714286,0,0.000012,0.000012,5,1,1,0.009501
3636,,,1,12,24,23,0.082578,0.094956,24008,0.005312,0.029412,0.000156,0,0,3,0.272727,18,0.058632
3637,,,1,4,8,23,0.08256,0.093626,0,0,0.375,0,0,0,3,1,6,0.030276
3638,,,1,4,8,23,0.08256,0.093626,0,0,0.375,0,0,0,3,1,6,0.030276
3639,,,1,4,8,23,0.08256,0.093626,0,0,0.375,0,0,0,3,1,6,0.030276
2958,,,1,3,6,22,0.106134,0.119882,0,0,0.461538,0,0.003704,0.003704,46,1,3,0.031673
2959,,,1,3,6,22,0.106134,0.119882,0,0,0.461538,0,0.003704,0.003704,46,1,3,0.031673
2960,,,1,3,6,22,0.106134,0.119882,0,0,0.461538,0,0.003704,0.003704,46,1,3,0.031673
6062,,,1,4,8,21,0.113066,0.129354,0,0,0.580645,0,0.006442,0.006442,46,1,6,0.057263
6063,,,1,8,16,21,0.113083,0.130019,12012,0.002658,0.080357,0.000214,0.006755,0.006755,46,0.428571,12,0.070749
6135,,,1,4,8,22,0.107205,0.122495,0,0,0.710259,0,0.006854,0.006854,46,1,6,0.062616
6136,,,1,8,16,22,0.107221,0.12316,12012,0.002658,0.084632,0.000225,0.007188,0.007188,46,0.428571,12,0.076348
6137,,,1,10,20,22,0.107228,0.123492,18014,0.003986,0.039968,0.000159,0.007328,0.007328,46,0.288889,13,0.081471
8621,,,1,6,16,23,0.102955,0.117257,12965.333333,0.002869,0.191423,0.000549,0.003777,0.003777,46,0.733333,11,0.057155
8622,,,1,6,16,23,0.102955,0.117257,12965.333333,0.002869,0.191423,0.000549,0.003777,0.003777,46,0.733333,11,0.057155
8623,,,1,6,16,23,0.102955,0.117257,12965.333333,0.002869,0.191423,0.000549,0.003777,0.003777,46,0.733333,11,0.057155
10513,,,1,4,8,23,0.102909,0.116315,0,0,0.4375,0,0.003552,0.003552,46,1,6,0.042635
7110,,,1,5,10,24,0.092512,0.103596,12012,0.002658,0.181818,0.000483,0.000001,0.000001,24,0.6,6,0.021273
7127,,,1,3,10,23,0.101846,0.115814,0,0,0.851064,0,0.000008,0.000008,24,1,3,0.022309
8572,,,1,10,20,24,0.092534,0.104594,21016,0.00465,0.026549,0.000123,0.000001,0.000001,24,0.177778,8,0.033285
11487,,,1,3,6,24,0.092515,0.10343,0,0,0.625,0,0.000001,0.000001,24,1,3,0.017922
11488,,,1,3,6,24,0.092515,0.10343,0,0,0.625,0,0.000001,0.000001,24,1,3,0.017922
12200,,,1,2,4,23,0.09991,0.11258,0,0,2.222222,0,0.000007,0.000007,24,1,1,0.01613
2398,,,1,4,8,23,0.092067,0.102478,0,0,0.272727,0,0.000007,0.000007,15,1,6,0.015572
2399,,,1,4,8,23,0.092067,0.102478,0,0,0.272727,0,0.000007,0.000007,15,1,6,0.015572
2400,,,1,4,8,23,0.092067,0.102478,0,0,0.272727,0,0.000007,0.000007,15,1,6,0.015572
2401,,,1,6,12,22,0.101389,0.116039,12012,0.002658,0.103448,0.000275,0.000054,0.000054,15,0.466667,7,0.028975
2402,,,1,4,8,23,0.092067,0.102478,0,0,0.272727,0,0.000007,0.000007,15,1,6,0.015572
10715,,,1,2,4,22,0.101375,0.115374,0,0,1.8,0,0.000051,0.000051,15,1,1,0.01718
2420,,,1,10,20,26,0.084303,0.097991,104050.5,0.023022,0.047529,0.001094,0.000012,0.000012,40,0.288889,13,0.057095
2421,,,1,4,8,27,0.077769,0.087552,0,0,0.336538,0,0.000002,0.000002,40,1,6,0.024545
2422,,,1,4,8,27,0.077769,0.087552,0,0,0.336538,0,0.000002,0.000002,40,1,6,0.024545
2423,,,1,7,20,27,0.077827,0.088707,8982.5,0.001987,0.11243,0.000223,0.000002,0.000002,40,0.47619,10,0.042176
2424,,,1,4,8,27,0.077769,0.087552,0,0,0.336538,0,0.000002,0.000002,40,1,6,0.024545
3362,,,1,9,26,27,0.077869,0.089483,74492,0.016482,0.058923,0.000971,0.000002,0.000002,40,0.361111,13,0.049603
5518,,,1,3,6,27,0.077811,0.08782,0,0,0.612245,0,0.000002,0.000002,40,1,3,0.020782
5519,,,1,3,6,27,0.077811,0.08782,0,0,0.612245,0,0.000002,0.000002,40,1,3,0.020782
7601,,,1,10,22,25,0.091273,0.105985,174054.142625,0.038512,0.048165,0.001855,0.000092,0.000092,4,0.333333,15,0.053877
7849,,,1,6,12,26,0.085119,0.099446,72807.660475,0.01611,0.180723,0.002911,0.000012,0.000012,9,0.4,6,0.044429
7850,,,1,6,14,26,0.084227,0.09667,342.25,0.000076,0.149254,0.000011,0.000015,0.000015,4,0.6,9,0.037176
3360,,,1,6,20,28,0.072299,0.081706,88,0.000019,0.156716,0.000003,0,0,40,0.6,9,0.035205
3361,,,1,7,20,28,0.072268,0.081429,12012,0.002658,0.100559,0.000267,0,0,40,0.428571,9,0.035304
2582,,,1,6,16,26,0.076331,0.084821,2000.666667,0.000443,0.155556,0.000069,0,0,29,0.733333,11,0.042629
2583,,,1,8,24,26,0.076335,0.085153,2004,0.000443,0.077491,0.000034,0,0,29,0.571429,16,0.051793
2584,,,1,4,8,26,0.076328,0.084488,0,0,0.512195,0,0,0,29,1,6,0.034732
2585,,,1,8,24,26,0.076335,0.085153,2004,0.000443,0.077491,0.000034,0,0,29,0.571429,16,0.051793
2750,,,1,4,8,26,0.076324,0.084377,0,0,0.304348,0,0,0,29,1,6,0.025661
2751,,,1,4,8,26,0.076324,0.084377,0,0,0.304348,0,0,0,29,1,6,0.025661
2752,,,1,4,8,26,0.076324,0.084377,0,0,0.304348,0,0,0,29,1,6,0.025661
2753,,,1,4,8,26,0.076324,0.084377,0,0,0.304348,0,0,0,29,1,6,0.025661
10187,,,1,4,8,26,0.076328,0.084488,0,0,0.4375,0,0,0,29,1,6,0.033374
10188,,,1,4,8,26,0.076328,0.084488,0,0,0.4375,0,0,0,29,1,6,0.033374
10555,,,1,4,8,22,0.104229,0.119832,0,0,0.524523,0,0.00002,0.00002,28,1,6,0.045563
11698,,,1,3,6,23,0.097443,0.110938,0,0,0.434783,0,0.000003,0.000003,28,1,3,0.020644
11699,,,1,3,6,23,0.097443,0.110938,0,0,0.434783,0,0.000003,0.000003,28,1,3,0.020644
11700,,,1,3,6,23,0.097443,0.110938,0,0,0.434783,0,0.000003,0.000003,28,1,3,0.020644
2440,,,1,2,6,23,0.092631,0.10452,0,0,1.764706,0,0.000005,0.000005,35,1,1,0.013993
2441,,,1,5,14,23,0.09264,0.105019,1.5,0,0.15,0,0.000006,0.000006,35,0.7,7,0.024765
3308,,,1,4,8,23,0.092637,0.104852,0,0,0.319149,0,0.000006,0.000006,35,1,6,0.022332
3309,,,1,4,8,23,0.092637,0.104852,0,0,0.319149,0,0.000006,0.000006,35,1,6,0.022332
3310,,,1,4,8,23,0.092637,0.104852,0,0,0.319149,0,0.000006,0.000006,35,1,6,0.022332
2458,,,1,4,8,23,0.097201,0.108335,0,0,0.326087,0,0.000009,0.000009,44,1,6,0.02301
2459,,,1,6,14,22,0.102912,0.116961,2343.205597,0.000518,0.130797,0.000068,0.000032,0.000032,44,0.6,9,0.035422
2460,,,1,4,8,23,0.097201,0.108335,0,0,0.326087,0,0.000009,0.000009,44,1,6,0.02301
2461,,,1,4,8,23,0.097201,0.108335,0,0,0.326087,0,0.000009,0.000009,44,1,6,0.02301
2462,,,1,10,22,22,0.10765,0.123907,22192.281149,0.00491,0.045128,0.000222,0.000048,0.000048,44,0.333333,15,0.05517
3736,,,1,11,22,21,0.11116,0.129708,40223.715261,0.0089,0.039897,0.000355,0.000235,0.000235,44,0.272727,15,0.066172
7739,,,1,3,6,22,0.102902,0.116462,0,0,0.932203,0,0.00003,0.00003,44,1,3,0.024558
7759,,,1,8,16,21,0.113096,0.130572,25686.138163,0.005683,0.088853,0.000505,0.000117,0.000117,44,0.428571,12,0.064045
11580,,,1,4,8,22,0.103365,0.116472,0,0,0.344828,0,0.000019,0.000019,44,1,6,0.026741
11581,,,1,4,8,22,0.103365,0.116472,0,0,0.344828,0,0.000019,0.000019,44,1,6,0.026741
11582,,,1,4,8,22,0.103365,0.116472,0,0,0.344828,0,0.000019,0.000019,44,1,6,0.026741
8924,,,1,8,16,21,0.102258,0.115066,12012,0.002658,0.066667,0.000177,0.010501,0.010501,10,0.428571,12,0.04154
11593,,,1,4,8,21,0.102244,0.114401,0,0,0.333333,0,0.010014,0.010014,10,1,6,0.02894
11594,,,1,4,8,21,0.102244,0.114401,0,0,0.333333,0,0.010014,0.010014,10,1,6,0.02894
11595,,,1,4,8,21,0.102244,0.114401,0,0,0.333333,0,0.010014,0.010014,10,1,6,0.02894
2481,,,1,4,8,18,0.092389,0.101164,0,0,0.263158,0,0.000021,0.000021,18,1,6,0.014328
2482,,,1,5,10,17,0.10178,0.113938,12012,0.002658,0.175,0.000465,0.000155,0.000155,18,0.6,6,0.02113
2483,,,1,4,8,18,0.092389,0.101164,0,0,0.263158,0,0.000021,0.000021,18,1,6,0.014328
2484,,,1,4,8,18,0.092389,0.101164,0,0,0.263158,0,0.000021,0.000021,18,1,6,0.014328
2485,,,1,4,8,18,0.092389,0.101164,0,0,0.263158,0,0.000021,0.000021,18,1,6,0.014328
2818,,,1,7,16,27,0.077588,0.088461,13.5,0.000003,0.099092,0,0,0,4,0.571429,12,0.045255
2819,,,1,15,32,26,0.084084,0.098975,50895.5,0.011261,0.019649,0.000221,0.000002,0.000002,4,0.228571,24,0.083526
8538,,,1,4,8,27,0.077582,0.087962,0,0,0.427699,0,0,0,4,1,6,0.032681
8539,,,1,4,8,27,0.077582,0.087962,0,0,0.427699,0,0,0,4,1,6,0.032681
2498,,,1,4,8,24,0.088027,0.097431,0,0,0.285714,0,0.000001,0.000001,36,1,6,0.017691
2499,,,1,4,8,24,0.088027,0.097431,0,0,0.285714,0,0.000001,0.000001,36,1,6,0.017691
2500,,,1,8,16,23,0.096511,0.109789,12012,0.002658,0.067568,0.00018,0.000009,0.000009,36,0.428571,12,0.03812
2501,,,1,4,8,24,0.088027,0.097431,0,0,0.285714,0,0.000001,0.000001,36,1,6,0.017691
2502,,,1,4,8,24,0.088027,0.097431,0,0,0.285714,0,0.000001,0.000001,36,1,6,0.017691
6059,,,1,4,8,23,0.096499,0.109124,0,0,0.344828,0,0.000008,0.000008,36,1,6,0.025517
6060,,,1,4,8,23,0.096499,0.109124,0,0,0.344828,0,0.000008,0.000008,36,1,6,0.025517
6061,,,1,4,8,23,0.096499,0.109124,0,0,0.344828,0,0.000008,0.000008,36,1,6,0.025517
2504,,,1,12,36,24,0.087988,0.101848,100374.195111,0.022209,0.030792,0.000684,0.000001,0.000001,38,0.257576,17,0.0695
4564,,,1,3,6,25,0.080894,0.090446,0,0,0.8,0,0,0,38,1,3,0.023093
6384,,,1,7,14,25,0.081018,0.091921,95200,0.021064,0.10084,0.002124,0,0,38,0.428571,9,0.040059
7718,,,1,6,16,24,0.084707,0.09567,26879.748955,0.005947,0.126888,0.000755,0.000001,0.000001,38,0.466667,7,0.03989
7719,,,1,3,6,25,0.080949,0.090767,0,0,0.848485,0,0,0,38,1,3,0.02355
9221,,,1,7,18,23,0.089726,0.10165,82143.186215,0.018175,0.09151,0.001663,0.000006,0.000006,38,0.428571,9,0.043463
12348,,,1,2,4,25,0.080877,0.090074,0,0,2,0,0,0,38,1,1,0.016933
12931,,,1,4,8,24,0.084626,0.094811,0,0,0.425676,0,0.000001,0.000001,38,1,6,0.031119
12932,,,1,4,8,24,0.084626,0.094811,0,0,0.425676,0,0.000001,0.000001,38,1,6,0.031119
7571,,,1,4,8,27,0.070928,0.077387,0,0,0.375,0,0,0,29,1,6,0.026969
7572,,,1,4,8,27,0.070928,0.077387,0,0,0.375,0,0,0,29,1,6,0.026969
2604,,,1,4,8,23,0.082533,0.092788,0,0,0.285714,0,0,0,23,1,6,0.01846
2605,,,1,4,8,23,0.082533,0.092788,0,0,0.285714,0,0,0,23,1,6,0.01846
2606,,,1,4,8,23,0.082533,0.092788,0,0,0.285714,0,0,0,23,1,6,0.01846
2607,,,1,4,8,23,0.082533,0.092788,0,0,0.285714,0,0,0,23,1,6,0.01846
3706,,,1,1,2,23,0.082431,0.091579,0,0,5,0,0,0,23,0,0,0.005096
8144,,,1,2,4,32,0.044431,0.048045,0,0,0.75,0,0,0,16,1,1,0.006752
8145,,,1,2,4,32,0.044431,0.048045,0,0,0.75,0,0,0,16,1,1,0.006752
3083,,,1,4,8,24,0.092846,0.105478,0,0,0.377451,0,0.000001,0.000001,2,1,6,0.037513
3084,,,1,4,8,24,0.092846,0.105478,0,0,0.377451,0,0.000001,0.000001,2,1,6,0.037513
3085,,,1,11,22,24,0.092866,0.106642,21012,0.004649,0.032221,0.00015,0.000001,0.000001,2,0.272727,15,0.059605
3086,,,1,4,8,24,0.092846,0.105478,0,0,0.377451,0,0.000001,0.000001,2,1,6,0.037513
2745,,,1,4,8,27,0.067946,0.074533,0,0,0.333333,0,0,0,19,1,6,0.022463
2749,,,1,4,8,27,0.067946,0.074533,0,0,0.333333,0,0,0,19,1,6,0.022463
2775,,,1,3,6,20,0.099943,0.111548,0,0,0.411765,0,0.000006,0.000006,27,1,3,0.011253
2776,,,1,3,6,20,0.099943,0.111548,0,0,0.411765,0,0.000006,0.000006,27,1,3,0.011253
2777,,,1,7,14,19,0.111029,0.128295,130495,0.028874,0.061224,0.001768,0.000052,0.000052,27,0.238095,5,0.034567
2778,,,1,3,6,20,0.099943,0.111548,0,0,0.411765,0,0.000006,0.000006,27,1,3,0.011253
10978,,,1,2,4,20,0.10007,0.112368,0,0,1.615385,0,0.000005,0.000005,27,1,1,0.012199
10994,,,1,2,4,19,0.110849,0.126477,0,0,1.615385,0,0.000049,0.000049,27,1,1,0.019662
